Date,stocktotal,stockgasoline,stockdistilled,pricegasoline,pricedistilled,consgasoline,consdistilled,gdp
"Aug 08, 2008",202822,98327,131587,162288,182826,66122,30842,14843
"Aug 15, 2008",196620,95702,132068,159348,176694,65961,28609,14843
"Aug 22, 2008",195441,94861,132125,156996,174090,65877,29316,14843
"Aug 29, 2008",194404,95768,131712,156786,173082,65968,30436,14843
"Sep 05, 2008",187942,91888,130460,155442,170478,63630,27265,14843
"Sep 12, 2008",184634,89275,129625,163254,168966,62349,26096,14843
"Sep 19, 2008",178739,85940,125449,158424,166236,61187,26124,14843
"Sep 26, 2008",179640,86788,123090,154854,166278,61110,27216,14843
"Oct 03, 2008",186815,90846,122601,148806,162750,60837,27496,14549.9
"Oct 10, 2008",193788,94973,122148,134946,153678,62258,28028,14549.9
"Oct 17, 2008",196497,95481,124304,124908,146244,63455,27832,14549.9
"Oct 24, 2008",194990,94473,126629,114156,138096,63399,28259,14549.9
"Oct 31, 2008",196113,95025,127835,103404,129696,63665,28210,14549.9
"Nov 07, 2008",198095,95203,128351,95928,123648,63014,27475,14549.9
"Nov 14, 2008",198634,94870,126880,89544,117978,62734,28392,14549.9
"Nov 21, 2008",200476,95206,126694,81984,111888,61908,28602,14549.9
"Nov 28, 2008",198942,93413,124973,78540,109830,62531,27244,14549.9
"Dec 05, 2008",202664,93490,130587,73836,105630,63105,25704,14549.9
"Dec 12, 2008",203959,93639,133523,72072,101724,64225,28630,14549.9
"Dec 19, 2008",207295,95557,135337,71820,99372,62069,28714,14549.9
"Dec 26, 2008",208103,94635,136031,70140,97734,63742,30170,14549.9
"Jan 02, 2009",211437,95957,137821,72954,96222,62930,30226,14383.9
"Jan 09, 2009",213505,96193,144167,77070,97188,61306,25578,14383.9
"Jan 16, 2009",219980,97208,144957,79716,96432,60487,28574,14383.9
"Jan 23, 2009",219859,98483,143952,79380,95256,60550,29806,14383.9
"Jan 30, 2009",220221,96867,142591,81648,94332,63105,29540,14383.9
"Feb 06, 2009",217559,94452,141565,83076,93198,63042,28805,14383.9
"Feb 13, 2009",218664,93469,140752,84672,91812,62356,30513,14383.9
"Feb 20, 2009",215342,93092,141634,82446,89460,63070,27916,14383.9
"Feb 27, 2009",215510,91214,143296,83496,87654,64428,26348,14383.9
"Mar 06, 2009",212517,90368,145404,83706,85890,62804,26488,14383.9
"Mar 13, 2009",215712,89998,145516,82488,84714,62685,26047,14383.9
"Mar 20, 2009",214568,88701,143932,84588,87780,63700,27496,14383.9
"Mar 27, 2009",216793,87236,144153,88074,93282,63875,25571,14383.9
"Apr 03, 2009",217449,87331,140799,87780,93576,63168,28455,14340.4
"Apr 10, 2009",216505,88599,139629,88368,93618,62608,26383,14340.4
"Apr 17, 2009",217307,88316,142311,88704,93282,63952,24164,14340.4
"Apr 24, 2009",212612,85878,144105,88284,92442,64057,24087,14340.4
"May 01, 2009",212445,86250,146533,89418,91770,62461,24122,14340.4
"May 08, 2009",208291,85936,147455,96180,93072,62377,25375,14340.4
"May 15, 2009",203954,83593,148127,99120,93702,64624,25487,14340.4
"May 22, 2009",203417,83289,148375,104370,95508,66766,25452,14340.4
"May 29, 2009",203202,82666,150036,108024,98784,63140,24185,14340.4
"Jun 05, 2009",201649,82119,149718,112266,104916,63987,25004,14340.4
"Jun 12, 2009",205034,81647,150026,114324,108024,65478,23688,14340.4
"Jun 19, 2009",208905,83461,152103,115206,109872,63903,23681,14340.4
"Jun 26, 2009",211238,85472,154999,113190,109536,63371,22799,14340.4
"Jul 03, 2009",213140,86440,158738,111972,108948,64603,21273,14384.1
"Jul 10, 2009",214578,85710,159291,108528,106764,64141,24073,14384.1
"Jul 17, 2009",215391,85810,160509,105798,104832,64785,24185,14384.1
"Jul 24, 2009",213076,85644,162617,107394,106176,64197,22855,14384.1
"Jul 31, 2009",212858,85622,161481,109620,107100,64393,23982,14384.1
"Aug 07, 2009",211931,85491,162267,113400,110250,62657,22386,14384.1
"Aug 14, 2009",209754,84462,161617,113022,111384,64435,24262,14384.1
"Aug 21, 2009",208054,85488,162384,112644,112056,63735,23884,14384.1
"Aug 28, 2009",205085,84519,163563,112014,112308,66346,24479,14384.1
"Sep 04, 2009",207153,84505,165556,110964,111174,64981,24374,14384.1
"Sep 11, 2009",207700,84809,167793,110544,110628,63007,23485,14384.1
"Sep 18, 2009",213109,85911,170754,109494,110124,61530,23121,14384.1
"Sep 25, 2009",211452,86233,171077,107268,109242,63882,23863,14384.1
"Oct 02, 2009",214389,86899,171756,105966,108444,64883,24689,14566.5
"Oct 09, 2009",209159,81648,170672,106806,109200,64792,24899,14566.5
"Oct 16, 2009",206945,77701,169888,110292,113610,62650,24409,14566.5
"Oct 23, 2009",208564,77522,167754,114534,117642,62006,25459,14566.5
"Oct 30, 2009",208277,78012,167376,115332,117936,63105,24990,14566.5
"Nov 06, 2009",210837,78807,167725,114240,117642,61908,24801,14566.5
"Nov 13, 2009",209082,79171,167397,112728,117180,63105,25214,14566.5
"Nov 20, 2009",210085,79766,166868,113148,117054,63644,25627,14566.5
"Nov 27, 2009",214081,80738,165698,112728,116550,62601,25053,14566.5
"Dec 04, 2009",216334,81497,167317,112938,116424,63084,23240,14566.5
"Dec 11, 2009",217213,83014,164363,111510,115416,62741,26544,14566.5
"Dec 18, 2009",216330,82747,161336,111090,114492,63315,27916,14566.5
"Dec 25, 2009",215964,82509,159281,111804,114744,63518,25592,14566.5
"Jan 01, 2010",219701,85058,159048,114156,117474,61187,24822,14681.1
"Jan 08, 2010",223492,83995,160401,117768,120918,61180,25298,14681.1
"Jan 15, 2010",227442,84169,157138,117306,120540,60214,26761,14681.1
"Jan 22, 2010",229427,84453,157496,115920,118986,60333,26075,14681.1
"Jan 29, 2010",228121,84582,156548,114114,116802,60291,25613,14681.1
"Feb 05, 2010",230445,85705,156192,113694,116298,61362,25872,14681.1
"Feb 12, 2010",232065,85227,153255,111888,115752,59647,26509,14681.1
"Feb 19, 2010",231170,84180,152664,113778,118944,63448,25634,14681.1
"Feb 26, 2010",231943,83951,151821,115752,120162,62174,26803,14681.1
"Mar 05, 2010",228984,81922,149604,117768,121968,62944,25515,14681.1
"Mar 12, 2010",227274,82646,148113,119322,122808,61943,26334,14681.1
"Mar 19, 2010",224559,81773,145691,120540,123732,63609,26663,14681.1
"Mar 26, 2010",224872,80932,144606,119742,123438,63420,25522,14681.1
"Apr 02, 2010",222374,80562,145680,120834,126630,63532,25459,14888.6
"Apr 09, 2010",221338,79809,146787,122178,128898,65275,25081,14888.6
"Apr 16, 2010",224925,81503,148883,122262,129108,64064,24262,14888.6
"Apr 23, 2010",223685,81215,151820,121842,129276,65030,25179,14888.6
"Apr 30, 2010",224942,80078,152393,123900,131124,64974,27265,14888.6
"May 07, 2010",222128,79021,153789,124236,131334,63980,27230,14888.6
"May 14, 2010",221834,79497,152810,122556,129948,63644,28602,14888.6
"May 21, 2010",221631,78571,152543,119364,126882,63693,28147,14888.6
"May 28, 2010",218984,77845,152988,116928,125160,64218,28217,14888.6
"Jun 04, 2010",218976,77189,154824,116760,123732,64358,27321,14888.6
"Jun 11, 2010",218340,77388,156622,115752,122976,65366,26915,14888.6
"Jun 18, 2010",217578,77749,156919,117390,124362,64687,26488,14888.6
"Jun 25, 2010",218115,76917,159376,117978,124152,66234,24850,14888.6
"Jul 02, 2010",219435,76267,159697,116718,122808,66143,27643,15057.7
"Jul 09, 2010",221036,78668,162640,116382,121926,63560,24689,15057.7
"Jul 16, 2010",222154,77629,166575,116550,121758,66045,23506,15057.7
"Jul 23, 2010",222245,77580,167513,117642,122598,67424,25193,15057.7
"Jul 30, 2010",222974,76791,169686,117096,122976,66339,24248,15057.7
"Aug 06, 2010",223383,76755,173142,119070,125622,64652,23800,15057.7
"Aug 13, 2010",223344,76424,174211,117516,125118,66213,25718,15057.7
"Aug 20, 2010",225617,77530,175974,115878,124194,65625,25396,15057.7
"Aug 27, 2010",225405,76200,175235,114912,123396,65702,27489,15057.7
"Sep 03, 2010",225162,76756,174847,114870,123102,64841,27524,15057.7
"Sep 10, 2010",224468,76639,174507,116424,123606,63133,26894,15057.7
"Sep 17, 2010",226058,77268,174854,116550,124320,61929,25823,15057.7
"Sep 24, 2010",222589,74940,173589,115374,123942,65681,27293,15057.7
"Oct 01, 2010",219943,73333,172465,116928,126000,62923,26068,15230.2
"Oct 08, 2010",218174,71811,172210,120582,128772,61684,25928,15230.2
"Oct 15, 2010",219329,72635,170055,121254,129066,62237,27678,15230.2
"Oct 22, 2010",214942,71189,168442,120540,128814,65506,28448,15230.2
"Oct 29, 2010",212253,70528,164874,120162,128814,63105,28742,15230.2
"Nov 05, 2010",210336,69448,159902,122514,130872,63392,30758,15230.2
"Nov 12, 2010",207679,68446,158792,123648,133728,62664,26460,15230.2
"Nov 19, 2010",209592,69138,158251,123102,133182,61803,26628,15230.2
"Nov 26, 2010",210153,68076,158057,122304,132804,62069,25676,15230.2
"Dec 03, 2010",213964,69554,160211,126546,134274,64197,25648,15230.2
"Dec 10, 2010",214773,69232,161305,127470,135702,65443,26397,15230.2
"Dec 17, 2010",217173,70251,160716,127554,136416,64491,28343,15230.2
"Dec 24, 2010",214857,68768,160959,130452,138348,65793,27937,15230.2
"Dec 31, 2010",218146,68365,162107,131208,139902,61971,26145,15230.2
"Jan 07, 2011",223227,67117,164759,131964,139986,61733,24983,15238.4
"Jan 14, 2011",227670,66820,165797,132636,143094,61425,25277,15238.4
"Jan 21, 2011",230074,67102,165657,132846,144060,60424,25970,15238.4
"Jan 28, 2011",236228,68543,164078,132510,144396,59843,27237,15238.4
"Feb 04, 2011",240891,72053,164366,133770,147546,59668,25774,15238.4
"Feb 11, 2011",241096,73764,161270,134106,148428,61670,27853,15238.4
"Feb 18, 2011",238298,73269,159937,136206,150066,63707,25578,15238.4
"Feb 25, 2011",234708,72910,159186,144270,156072,64134,25879,15238.4
"Mar 04, 2011",229214,71005,155209,150024,162582,64344,29442,15238.4
"Mar 11, 2011",225040,68692,152608,152082,164136,61810,27370,15238.4
"Mar 18, 2011",219720,66986,152615,151914,164094,63518,26397,15238.4
"Mar 25, 2011",217036,64682,153325,153300,165144,62062,25459,15238.4
"Apr 01, 2011",216679,63142,153520,156954,166992,61971,25704,15238.4
"Apr 08, 2011",209679,60647,150839,161406,171276,64267,26600,15238.4
"Apr 15, 2011",208096,60252,148335,163632,172410,63434,28784,15238.4
"Apr 22, 2011",205588,58042,146530,165144,172116,64036,26159,15238.4
"Apr 29, 2011",204542,56511,145132,168588,173208,62601,27251,15238.4
"May 06, 2011",205817,55783,144289,168756,172368,61782,26383,15460.9
"May 13, 2011",205936,55320,143132,168588,170562,63336,25340,15460.9
"May 20, 2011",209730,56551,141092,163968,167874,63175,27888,15460.9
"May 27, 2011",212283,56306,140116,161616,165816,66017,26922,15460.9
"Jun 03, 2011",214492,57520,140926,160986,165480,64141,26614,15460.9
"Jun 10, 2011",215065,57674,140821,158214,166068,65590,25228,15460.9
"Jun 17, 2011",214601,58361,141994,155736,165900,65233,23933,15460.9
"Jun 24, 2011",213173,56412,142252,152502,163296,64827,24864,15460.9
"Jul 01, 2011",212539,56755,142061,152628,161700,65163,26201,15587.1
"Jul 08, 2011",211699,54424,145028,155190,163758,63112,23268,15587.1
"Jul 15, 2011",212456,54588,148460,156912,164766,63196,23814,15587.1
"Jul 22, 2011",213478,55284,151845,157668,165858,62993,24206,15587.1
"Jul 29, 2011",215179,53561,152254,158172,165354,64505,27986,15587.1
"Aug 05, 2011",213591,54621,151517,156660,163674,64708,27622,15587.1
"Aug 12, 2011",210081,53569,153966,153804,161070,64365,24871,15587.1
"Aug 19, 2011",211436,54379,155697,152796,160020,63063,26950,15587.1
"Aug 26, 2011",208641,54538,156060,154644,160440,64603,28602,15587.1
"Sep 02, 2011",208840,54072,156769,156534,162456,62692,26971,15587.1
"Sep 09, 2011",210780,56011,158480,156030,162204,61936,25606,15587.1
"Sep 16, 2011",214075,55662,157606,153594,160986,62006,27125,15587.1
"Sep 23, 2011",214866,55733,157678,149856,159012,62748,26726,15587.1
"Sep 30, 2011",213729,56226,156934,146664,157458,62713,28700,15587.1
"Oct 07, 2011",209595,53473,154005,145992,156282,63070,28476,15785.3
"Oct 14, 2011",206271,55312,149739,148386,159642,60186,29281,15785.3
"Oct 21, 2011",204918,54911,145464,147840,160650,59507,29743,15785.3
"Oct 28, 2011",206274,55304,141889,147462,163464,59626,30618,15785.3
"Nov 04, 2011",204167,53510,135869,146244,163254,60697,30534,15785.3
"Nov 11, 2011",205159,53908,133733,146790,167454,60375,29323,15785.3
"Nov 18, 2011",209634,56610,132963,143934,168420,60144,28483,15785.3
"Nov 25, 2011",209847,56140,138489,141456,166488,61383,22680,15785.3
"Dec 02, 2011",214994,56871,141022,140700,165102,60018,27440,15785.3
"Dec 09, 2011",218818,60136,141502,140532,163548,60662,27671,15785.3
"Dec 16, 2011",218406,60618,139149,138180,160776,62153,30800,15785.3
"Dec 23, 2011",217714,61190,140354,139314,159222,62461,26628,15785.3
"Dec 30, 2011",220193,60416,143578,141036,158886,59892,24696,15785.3
"Jan 06, 2012",223803,60872,147563,144522,160776,57253,22953,15973.9
"Jan 13, 2012",227520,62332,148001,144942,161868,55972,25445,15973.9
"Jan 20, 2012",227130,61457,145545,144900,161616,56686,27202,15973.9
"Jan 27, 2012",230147,62381,145410,147000,161700,56126,26152,15973.9
"Feb 03, 2012",231776,62706,146584,148764,161952,56273,24052,15973.9
"Feb 10, 2012",232176,63389,143717,150528,165606,57169,26677,15973.9
"Feb 17, 2012",231527,61869,143509,153384,166320,60396,23268,15973.9
"Feb 24, 2012",229927,61159,141440,158760,170142,58541,25711,15973.9
"Mar 02, 2012",229531,60024,139496,161658,171948,57834,24815,15973.9
"Mar 09, 2012",228121,58670,134814,163128,173166,58905,26824,15973.9
"Mar 16, 2012",226907,59269,136577,164766,173964,58653,22519,15973.9
"Mar 23, 2012",223370,57320,135866,166866,174174,60970,25172,15973.9
"Mar 30, 2012",221913,57261,135885,167832,173964,61481,25179,15973.9
"Apr 06, 2012",217636,56389,131885,167874,174216,60767,27524,16121.9
"Apr 13, 2012",213965,54591,128977,167160,173334,61425,28112,16121.9
"Apr 20, 2012",211730,54299,125925,165018,171570,59472,26572,16121.9
"Apr 27, 2012",209721,52952,124022,163338,171066,60844,24850,16121.9
"May 04, 2012",207108,51852,120771,161658,170394,62048,27699,16121.9
"May 11, 2012",204311,50138,119802,160188,168168,62797,25536,16121.9
"May 18, 2012",201012,50028,119493,158466,166152,60431,25256,16121.9
"May 25, 2012",200179,49143,117784,156576,163674,62517,27020,16121.9
"Jun 01, 2012",203525,49862,120037,154182,161532,60536,23653,16121.9
"Jun 08, 2012",201801,50351,119974,152418,158802,63910,25795,16121.9
"Jun 15, 2012",202744,50674,121130,150738,156618,60851,24535,16121.9
"Jun 22, 2012",204822,51600,118851,146748,154476,61922,26789,16121.9
"Jun 29, 2012",204973,51894,117800,143430,153216,63007,26943,16121.9
"Jul 06, 2012",207725,51952,120912,145698,154686,62419,22708,16227.9
"Jul 13, 2012",205910,51261,123531,146370,155190,60396,23562,16227.9
"Jul 20, 2012",210044,53160,125239,149268,158886,60620,24374,16227.9
"Jul 27, 2012",207870,52608,124265,149856,159432,61740,26222,16227.9
"Aug 03, 2012",206069,53578,123541,155484,161700,61873,26530,16227.9
"Aug 10, 2012",203698,51794,124218,158718,166530,65156,24983,16227.9
"Aug 17, 2012",202736,51230,125210,159726,169092,63567,24927,16227.9
"Aug 24, 2012",201227,50162,126083,161154,171738,63448,24941,16227.9
"Aug 31, 2012",198893,48613,127076,163926,173334,64239,22547,16227.9
"Sep 07, 2012",197716,48965,128552,164094,173544,60865,22883,16227.9
"Sep 14, 2012",196309,50248,128230,165438,173670,60424,25795,16227.9
"Sep 21, 2012",195828,48811,127748,163338,171612,61390,25928,16227.9
"Sep 28, 2012",195942,49720,124059,162372,171318,60431,28644,16227.9
"Oct 05, 2012",195408,47590,120882,164388,171948,60109,26754,16297.3
"Oct 12, 2012",197128,47612,118664,163212,174300,61103,27153,16297.3
"Oct 19, 2012",198567,48898,118018,157752,172872,59451,24682,16297.3
"Oct 26, 2012",199502,49637,117925,152796,169260,61908,24801,16297.3
"Nov 02, 2012",202377,51532,118056,149646,168420,58149,25123,16297.3
"Nov 09, 2012",201937,51354,115517,147756,167160,62356,28742,16297.3
"Nov 16, 2012",200390,51416,112842,146874,166992,62286,29407,16297.3
"Nov 23, 2012",204255,51571,112042,147210,169428,58989,26859,16297.3
"Nov 30, 2012",212115,55286,115069,145446,169134,58478,24808,16297.3
"Dec 07, 2012",217115,56285,118055,143598,167622,59416,24500,16297.3
"Dec 14, 2012",219322,55657,116970,139608,165690,60326,29498,16297.3
"Dec 21, 2012",223104,59457,119393,139776,164766,60256,25977,16297.3
"Dec 28, 2012",225673,59177,123967,141498,164556,59626,22792,16297.3
"Jan 04, 2013",233085,58636,130744,141666,164262,56070,21602,16475.4
"Jan 11, 2013",234995,57343,132430,141834,163548,58240,24122,16475.4
"Jan 18, 2013",233257,57599,132938,142212,163884,59017,23604,16475.4
"Jan 25, 2013",232301,58755,130623,143934,164934,59507,26047,16475.4
"Feb 01, 2013",234039,58026,129581,151368,168924,58905,25368,16475.4
"Feb 08, 2013",233236,58140,125904,154434,172368,58828,27594,16475.4
"Feb 15, 2013",230352,58300,123627,160104,174594,59059,26656,16475.4
"Feb 22, 2013",228495,58659,124184,161742,174678,60179,24514,16475.4
"Mar 01, 2013",227879,56289,120354,160692,173460,58548,26999,16475.4
"Mar 08, 2013",224308,54519,120437,158718,171696,60389,23436,16475.4
"Mar 15, 2013",222832,52512,119765,158088,169974,58268,25060,16475.4
"Mar 22, 2013",221236,51991,115252,157332,168252,58793,29554,16475.4
"Mar 29, 2013",220664,51592,112986,155988,167706,59661,27167,16475.4
"Apr 05, 2013",222363,50213,112817,154392,167034,59339,26964,16541.4
"Apr 12, 2013",221730,50569,115181,151662,165564,58681,25382,16541.4
"Apr 19, 2013",217802,48948,115278,151326,163254,61250,25116,16541.4
"Apr 26, 2013",215984,48233,115752,150654,161742,58905,25655,16541.4
"May 03, 2013",215074,46492,117564,151284,161490,59115,25648,16541.4
"May 10, 2013",217662,47316,119864,153930,162372,58387,25039,16541.4
"May 17, 2013",220677,48187,118812,156618,163380,61530,29540,16541.4
"May 24, 2013",219163,46532,120663,155568,162960,62692,26712,16541.4
"May 31, 2013",218797,48060,123274,155610,162498,61754,26257,16541.4
"Jun 07, 2013",221545,50721,122111,156030,161658,60536,28546,16541.4
"Jun 14, 2013",221728,50473,121622,154938,161322,61880,28105,16541.4
"Jun 21, 2013",225381,50484,123189,153090,161196,62258,27258,16541.4
"Jun 28, 2013",223662,49285,120771,149814,160314,65058,31150,16541.4
"Jul 05, 2013",221028,49473,123809,149646,160776,65093,26901,16749.3
"Jul 12, 2013",224083,50280,127679,155652,162414,61103,26719,16749.3
"Jul 19, 2013",222694,50355,126452,157542,163926,62874,30163,16749.3
"Jul 26, 2013",223464,51222,125986,156072,164430,64029,27839,16749.3
"Aug 02, 2013",223599,51949,126455,155442,164178,64722,27118,16749.3
"Aug 09, 2013",222430,49553,128482,152586,163632,64330,25277,16749.3
"Aug 16, 2013",218401,49474,129353,152124,163800,64400,25284,16749.3
"Aug 23, 2013",217814,50082,129037,152166,164346,63217,26894,16749.3
"Aug 30, 2013",215987,47996,129586,154476,167202,63658,26628,16749.3
"Sep 06, 2013",217645,48890,132172,153636,167202,60235,24661,16749.3
"Sep 13, 2013",216018,48341,131093,151998,166908,63196,28357,16749.3
"Sep 20, 2013",216235,47279,130859,149814,165858,61922,25067,16749.3
"Sep 27, 2013",219730,47733,129179,146958,164598,59689,26817,16749.3
"Oct 04, 2013",219879,48007,126038,144522,163674,61922,26782,16999.9
"Oct 11, 2013",217309,47525,124237,144060,163212,63539,26117,16999.9
"Oct 18, 2013",215504,47367,125774,144270,163212,61579,23310,16999.9
"Oct 25, 2013",213791,47635,122716,141624,162540,63378,29092,16999.9
"Nov 01, 2013",210036,38783,117817,140406,161994,65044,31584,16999.9
"Nov 08, 2013",209198,39326,117336,137508,160944,63224,26530,16999.9
"Nov 15, 2013",208853,39517,112541,138516,160524,62468,30331,16999.9
"Nov 22, 2013",210604,40704,110875,141624,161448,62363,28168,16999.9
"Nov 29, 2013",212432,39283,113524,140826,163086,62111,24850,16999.9
"Dec 06, 2013",219149,41581,118065,140700,162918,58436,23128,16999.9
"Dec 13, 2013",220486,41493,115955,139482,162582,63112,28623,16999.9
"Dec 20, 2013",219872,42195,114105,140742,162666,64232,29197,16999.9
"Dec 27, 2013",220716,40062,119147,143178,163926,62251,23198,16999.9
"Jan 03, 2014",226959,42567,124973,143262,164220,57918,21154,17031.3
"Jan 10, 2014",233142,41263,123950,143052,163212,56147,26068,17031.3
"Jan 17, 2014",235265,41072,120738,141792,162666,56413,26453,17031.3
"Jan 24, 2014",234446,41699,116154,141750,163968,60088,31668,17031.3
"Jan 31, 2014",234951,40394,113794,141624,165942,59164,27580,17031.3
"Feb 07, 2014",233098,40185,113063,142296,167034,58275,25725,17031.3
"Feb 14, 2014",233407,41427,112724,145194,167538,56210,25361,17031.3
"Feb 21, 2014",230600,38573,113062,147840,168714,59745,25319,17031.3
"Feb 28, 2014",228996,38976,114476,149226,168672,58877,24822,17031.3
"Mar 07, 2014",223766,37855,113943,150528,168882,62643,25879,17031.3
"Mar 14, 2014",222299,38958,110846,151998,168126,59584,29113,17031.3
"Mar 21, 2014",217198,35066,112401,152124,167496,63014,24332,17031.3
"Mar 28, 2014",215624,34171,112955,153342,166950,60991,26565,17031.3
"Apr 04, 2014",210436,33361,113194,154140,166278,62972,27489,17320.9
"Apr 11, 2014",210282,32345,111916,156450,165984,60312,29155,17320.9
"Apr 18, 2014",210008,32282,112513,157836,166782,59010,26838,17320.9
"Apr 25, 2014",211572,29208,114449,159096,166950,60851,27363,17320.9
"May 02, 2014",213180,28750,114002,157962,166488,61033,30275,17320.9
"May 09, 2014",212408,29242,112878,157332,165816,64337,29897,17320.9
"May 16, 2014",213378,29770,116277,157206,165228,64218,26537,17320.9
"May 23, 2014",211575,28741,116081,157500,164850,65170,29407,17320.9
"May 30, 2014",211785,29115,118093,158130,164556,63728,29099,17320.9
"Jun 06, 2014",213482,28105,118953,157458,163464,60368,27181,17320.9
"Jun 13, 2014",214267,29801,119389,157920,163044,64806,26677,17320.9
"Jun 20, 2014",214977,29046,120566,158676,164598,61691,25522,17320.9
"Jun 27, 2014",213742,28976,121541,158676,164640,64176,26446,17320.9
"Jul 04, 2014",214321,29850,121768,157626,164346,62545,27762,17622.3
"Jul 11, 2014",214492,28277,124296,155904,163548,63399,26131,17622.3
"Jul 18, 2014",217871,29674,125932,154182,162498,61544,27419,17622.3
"Jul 25, 2014",218236,28666,126721,151914,162036,63042,26831,17622.3
"Aug 01, 2014",213849,28152,124923,150990,161826,65513,28238,17622.3
"Aug 08, 2014",212689,29132,122502,150444,161406,62454,28210,17622.3
"Aug 15, 2014",213274,28475,121542,149058,161070,61425,28014,17622.3
"Aug 22, 2014",212314,29049,122794,148344,160482,63700,25515,17622.3
"Aug 29, 2014",209992,27479,123399,148512,160188,66360,27629,17622.3
"Sep 05, 2014",212373,27476,127493,148428,160188,60277,23821,17622.3
"Sep 12, 2014",210738,28569,127772,146370,159642,60949,26810,17622.3
"Sep 19, 2014",210324,28753,128595,144144,158676,61467,26250,17622.3
"Sep 26, 2014",208488,28957,125701,144228,157710,60620,28819,17622.3
"Oct 03, 2014",209668,27502,126140,142044,156786,60515,24486,17735.9
"Oct 10, 2014",205673,26399,124622,138264,155316,63301,25970,17735.9
"Oct 17, 2014",204374,27184,125671,134610,153552,61852,23163,17735.9
"Oct 24, 2014",203138,26272,120377,131838,152670,62069,27482,17735.9
"Oct 31, 2014",201760,27169,119653,129234,152166,64134,24360,17735.9
"Nov 07, 2014",203565,26884,116850,127050,154434,63035,27769,17735.9
"Nov 14, 2014",204599,27673,114794,125076,153762,64358,26558,17735.9
"Nov 21, 2014",206424,28216,113146,122094,152376,64778,28840,17735.9
"Nov 28, 2014",208567,27252,116174,120288,151410,65975,25018,17735.9
"Dec 05, 2014",216764,29751,121751,116214,148470,59843,24262,17735.9
"Dec 12, 2014",222014,29443,121544,111006,143598,65611,29680,17735.9
"Dec 19, 2014",226097,29843,123847,104832,137802,66626,30128,17735.9
"Dec 26, 2014",229048,31538,125721,100464,134946,67298,29645,17735.9
"Jan 02, 2015",237163,30536,136926,96936,131754,61663,20055,17874.7
"Jan 09, 2015",240334,30096,139851,93744,128226,62125,27601,17874.7
"Jan 16, 2015",240922,30471,136579,90594,123186,61957,31668,17874.7
"Jan 23, 2015",238335,28730,132687,89586,120372,63154,31969,17874.7
"Jan 30, 2015",240670,29828,134475,90468,118902,59094,25788,17874.7
"Feb 06, 2015",242647,29428,131223,95592,119070,57974,30100,17874.7
"Feb 13, 2015",243132,28781,127409,99036,120330,61663,29750,17874.7
"Feb 20, 2015",240014,29351,124698,101430,121800,62405,29974,17874.7
"Feb 27, 2015",240060,31072,122976,107352,123312,60410,28371,17874.7
"Mar 06, 2015",239873,30930,125503,107940,123648,59605,26306,17874.7
"Mar 13, 2015",235400,29693,125883,106554,122514,64820,26418,17874.7
"Mar 20, 2015",233386,28758,125849,106596,120288,60333,27762,17874.7
"Mar 27, 2015",229128,27242,127174,106302,118608,66045,26740,17874.7
"Apr 03, 2015",229945,27456,126924,104958,116928,60270,29505,18093.2
"Apr 10, 2015",227873,26137,128941,104748,115668,62398,26649,18093.2
"Apr 17, 2015",225738,26735,129336,107940,116760,64295,26985,18093.2
"Apr 24, 2015",227451,26813,129270,111552,118062,62440,27951,18093.2
"May 01, 2015",227852,25957,130773,115458,119868,61495,27153,18093.2
"May 08, 2015",226710,25727,128270,116592,120876,64407,31668,18093.2
"May 15, 2015",223936,24829,127724,118734,121968,64827,29127,18093.2
"May 22, 2015",220627,25088,128839,119994,122388,68138,27685,18093.2
"May 29, 2015",220293,25780,132612,120246,122178,62846,24661,18093.2
"Jun 05, 2015",217354,25918,133477,120246,121128,67200,28805,18093.2
"Jun 12, 2015",217814,26338,133591,122556,120540,64232,28819,18093.2
"Jun 19, 2015",218494,25880,135428,121590,120078,67585,25256,18093.2
"Jun 26, 2015",216737,25743,135820,121170,119406,68117,27328,18093.2
"Jul 03, 2015",217952,26111,137461,120834,118944,66724,26558,18227.7
"Jul 10, 2015",218010,25399,141280,122640,118188,65828,24255,18227.7
"Jul 17, 2015",216285,25670,141515,121296,116844,68243,28028,18227.7
"Jul 24, 2015",215922,25687,144103,118986,114366,65373,25396,18227.7
"Jul 31, 2015",216733,24899,144812,116718,112056,67809,26460,18227.7
"Aug 07, 2015",215482,24222,147806,114240,109914,67802,24815,18227.7
"Aug 14, 2015",212774,25072,148400,117726,109830,67935,27265,18227.7
"Aug 21, 2015",214434,26475,149836,114492,107562,64323,25207,18227.7
"Aug 28, 2015",214163,26339,149951,109284,105588,66066,26327,18227.7
"Sep 04, 2015",214547,27556,150903,106344,106428,63119,24955,18227.7
"Sep 11, 2015",217387,26772,153963,103782,105714,62881,24374,18227.7
"Sep 18, 2015",218756,26714,151875,101850,104706,64505,30254,18227.7
"Sep 25, 2015",222010,28260,151608,101556,103992,63147,26334,18227.7
"Oct 02, 2015",223920,27648,149150,101430,104664,62706,29337,18287.2
"Oct 09, 2015",221302,27919,147630,102144,107352,63959,25326,18287.2
"Oct 16, 2015",219784,28205,145008,99708,106302,64099,26733,18287.2
"Oct 23, 2015",218647,28011,142057,97692,104916,65401,29827,18287.2
"Oct 30, 2015",215347,27467,140757,97524,104370,64288,28042,18287.2
"Nov 06, 2015",213245,27228,141109,98070,105084,65716,26691,18287.2
